Title,Session ID,SessionLoc,Session Type,Session URL
"MG04. Meet the Editors-in-Chief of Cancer Discovery: Lewis C. Cantley, PhD and Luis A. Diaz Jr., MD",640,AACR Publications Booth 4043 - Hall AF,Meet and Greet,https://www.abstractsonline.com/pp8/#!/20272/session/640
"MG05. Meet the Editor-in-Chief of Cancer Epidemiology, Biomarkers & Prevention: Elizabeth A. Platz, ScD, MPH",641,AACR Publications Booth 4043 - Hall AF,Meet and Greet,https://www.abstractsonline.com/pp8/#!/20272/session/641
"MG06. Meet the Editor-in-Chief of Cancer Research: Christine Iacobuzio-Donahue, MD, PhD",642,AACR Publications Booth 4043 - Hall AF,Meet and Greet,https://www.abstractsonline.com/pp8/#!/20272/session/642
MG02. AACR Associate Member Meet and Greet,561,Grand Hall B - Manchester Grand Hyatt San Diego ,Meet and Greet,https://www.abstractsonline.com/pp8/#!/20272/session/561
"MG07. Meet the Editors-in-Chief of Cancer Immunology Research: Robert D. Schreiber, PhD and Philip D. Greenberg, MD",643,AACR Publications Booth 4043 - Hall AF,Meet and Greet,https://www.abstractsonline.com/pp8/#!/20272/session/643
"MG08. Meet the Editor-in-Chief of Molecular Cancer Research: Massimo Loda, MD",644,AACR Publications Booth 4043 - Hall AF,Meet and Greet,https://www.abstractsonline.com/pp8/#!/20272/session/644
"MG09. Meet the Editors-in-Chief of Blood Cancer Discovery: Riccardo Dalla-Favera, MD and Kenneth C. Anderson, MD",645,AACR Publications Booth 4043 - Hall AF,Meet and Greet,https://www.abstractsonline.com/pp8/#!/20272/session/645
"MG03. Meet the Editor-in-Chief of Clinical Cancer Research: Keith T. Flaherty, MD",639,AACR Publications Booth 4043 - Hall AF,Meet and Greet,https://www.abstractsonline.com/pp8/#!/20272/session/639
MG13. Meet the Research Grant Reviewers,668,Room 26 - Upper Level - Convention Center,Meet and Greet,https://www.abstractsonline.com/pp8/#!/20272/session/668
"MG10. Meet the Editor-in-Chief of Molecular Cancer Therapeutics:  Beverly A. Teicher, PhD",646,AACR Publications Booth 4043 - Hall AF,Meet and Greet,https://www.abstractsonline.com/pp8/#!/20272/session/646
"MG11. Meet the Editors-in-Chief of Cancer Prevention Research: Raymond N. DuBois, MD, PhD and Nickolas Papadopoulos, PhD",647,AACR Publications Booth 4043 - Hall AF,Meet and Greet,https://www.abstractsonline.com/pp8/#!/20272/session/647
"MG12. Meet the Editors-in-Chief of Cancer Research Communications: Elaine R. Mardis, PhD and Lillian L. Siu, MD",648,AACR Publications Booth 4043 - Hall AF,Meet and Greet,https://www.abstractsonline.com/pp8/#!/20272/session/648
MW01. A Preview into Single-cell Data Analysis for Bench-based Scientists,501,Ballroom 6 A - Upper Level - Convention Center,Methods Workshop,https://www.abstractsonline.com/pp8/#!/20272/session/501
"MW06. Clinical Trial Design Workshop, Part 1: Increasing Racial and Ethnic Diversity in Clinical Trials: New Solutions for Old Problems",496,Room 6 CF - Upper Level - Convention Center,Methods Workshop,https://www.abstractsonline.com/pp8/#!/20272/session/496
MW11. Characterizing Complex Structural Variation and 3D Genome Architecture,491,Room 30 - Upper Level - Convention Center,Methods Workshop,https://www.abstractsonline.com/pp8/#!/20272/session/491
MW13. How Can We Improve the Quality of Research with Antibody Reagents in Cancer Research?,477,Room 6 DE - Upper Level - Convention Center,Methods Workshop,https://www.abstractsonline.com/pp8/#!/20272/session/477
"MW04. Biostatistics in Clinical Trials Workshop: Out of the Rut and Beyond the Traditional, Part 1 - Design and Implementation of Novel Phase 1 and 2 Clinical Trials ",498,Room 29 - Upper Level - Convention Center,Methods Workshop,https://www.abstractsonline.com/pp8/#!/20272/session/498
MW19. Analytic Resources and Applications for AACR Project GENIE BPC Clinico-genomic Data,465,Room 28 - Upper Level - Convention Center,Methods Workshop,https://www.abstractsonline.com/pp8/#!/20272/session/465
"MW05. Biostatistics in Clinical Trials Workshop: Out of the Rut and Beyond the Traditional, Part 2 - Designing Pivotal Phase 3 Trials for Regulatory Approval of New Agents or New Indications ",497,Room 29 - Upper Level - Convention Center,Methods Workshop,https://www.abstractsonline.com/pp8/#!/20272/session/497
MW16. Pathology for Cancer Researchers,471,Room 33 - Upper Level - Convention Center,Methods Workshop,https://www.abstractsonline.com/pp8/#!/20272/session/471
MW17. Innovative Software Analytics for Pediatric Cancer Clinical Testing,469,Room 31 - Upper Level - Convention Center,Methods Workshop,https://www.abstractsonline.com/pp8/#!/20272/session/469
MW18. Lineage Tracing in Cancer,466,Room 28 - Upper Level - Convention Center,Methods Workshop,https://www.abstractsonline.com/pp8/#!/20272/session/466
MW09. Emerging Data Analysis Methods for Cancer Research,493,Ballroom 20 CD - Upper Level - Convention Center,Methods Workshop,https://www.abstractsonline.com/pp8/#!/20272/session/493
MW10. Implementing/Applying Technologies to Build Capacity in Low- and Middle-income Countries,492,Room 28 - Upper Level - Convention Center,Methods Workshop,https://www.abstractsonline.com/pp8/#!/20272/session/492
MW14. Choosing and Using Antibodies for Spatial Informed Protein Expression,475,Room 11 - Upper Level - Convention Center,Methods Workshop,https://www.abstractsonline.com/pp8/#!/20272/session/475
MW15. Choosing the Right Animal Model for Your Study,472,Room 30 - Upper Level - Convention Center,Methods Workshop,https://www.abstractsonline.com/pp8/#!/20272/session/472
"MW08. Clinical Trial Design Workshop, Part 2: Precision Combination Therapy",494,Room 30 - Upper Level - Convention Center,Methods Workshop,https://www.abstractsonline.com/pp8/#!/20272/session/494
MW12. Functional Variomics and Network Approaches in Cancer Research,478,Room 28 - Upper Level - Convention Center,Methods Workshop,https://www.abstractsonline.com/pp8/#!/20272/session/478
"MS.BCS01.02. Algorithms, Platforms, and Emerging Concepts",187,Room 14 - Mezzanine Level - Convention Center,Minisymposium,https://www.abstractsonline.com/pp8/#!/20272/session/187
MS.CL01.03. Biomarkers Predictive of Therapeutic Benefit,214,Room 6 CF - Upper Level - Convention Center,Minisymposium,https://www.abstractsonline.com/pp8/#!/20272/session/214
MS.ET01.01. Biological Therapeutic Agents,271,Room 15 - Mezzanine Level - Convention Center,Minisymposium,https://www.abstractsonline.com/pp8/#!/20272/session/271
MS.ET03.01. Concurring Drug Resistance by Innovative Research,289,Ballroom 6 B - Upper Level - Convention Center,Minisymposium,https://www.abstractsonline.com/pp8/#!/20272/session/289
MS.ET09.01. Novel Antitumor Agents 1,315,Room 11 - Upper Level - Convention Center,Minisymposium,https://www.abstractsonline.com/pp8/#!/20272/session/315
MS.IM01.03. Tumor-Targeted Immune Cell Engagers,331,Room 30 - Upper Level - Convention Center,Minisymposium,https://www.abstractsonline.com/pp8/#!/20272/session/331
MS.MCB06.01. Cancer Epigenetics,371,Ballroom 6 A - Upper Level - Convention Center,Minisymposium,https://www.abstractsonline.com/pp8/#!/20272/session/371
MS.MD01.01. Advancing Cancer Research Through an International Cancer Registry: AACR Project GENIE Use Cases,177,Room 5 - Upper Level - Convention Center,Minisymposium,https://www.abstractsonline.com/pp8/#!/20272/session/177
MS.MD01.02. Genetic and Cellular Mediators of Tumor Progression,551,Room 17 - Mezzanine Level - Convention Center,Minisymposium,https://www.abstractsonline.com/pp8/#!/20272/session/551
MS.PR01.01. Multi-Cancer Early Detection Testing:  Where Are We?,400,Room 28 - Upper Level - Convention Center,Minisymposium,https://www.abstractsonline.com/pp8/#!/20272/session/400
MS.TB04.01. Metastasis,424,Room 29 - Upper Level - Convention Center,Minisymposium,https://www.abstractsonline.com/pp8/#!/20272/session/424
MS.TB11.01. Microbes and Tumors: Time for Mechanisms,449,Room 16 - Mezzanine Level - Convention Center,Minisymposium,https://www.abstractsonline.com/pp8/#!/20272/session/449
MS.BCS01.01. Multi-omic Analysis and Translational Research,188,Ballroom 20 AB - Upper Level - Convention Center,Minisymposium,https://www.abstractsonline.com/pp8/#!/20272/session/188
"MS.CH01.01. Identification, Optimization, and Characterization of Protein Degraders and Inhibitors",204,Room 11 - Upper Level - Convention Center,Minisymposium,https://www.abstractsonline.com/pp8/#!/20272/session/204
MS.CL01.02. Early Detection and Progression Biomarkers,213,Ballroom 6 B - Upper Level - Convention Center,Minisymposium,https://www.abstractsonline.com/pp8/#!/20272/session/213
MS.CL10.01. Application of Real-World Evidence to Cancer Care,259,Room 6 CF - Upper Level - Convention Center,Minisymposium,https://www.abstractsonline.com/pp8/#!/20272/session/259
MS.ET02.02. Drug Discovery 1: New Targets and Approaches,280,Room 30 - Upper Level - Convention Center,Minisymposium,https://www.abstractsonline.com/pp8/#!/20272/session/280
MS.ET06.01. Novel Molecular Targets and Biomarkers,304,Room 6 DE - Upper Level - Convention Center,Minisymposium,https://www.abstractsonline.com/pp8/#!/20272/session/304
MS.IM01.02. Immune Targets and Therapies,330,Ballroom 20 CD - Upper Level - Convention Center,Minisymposium,https://www.abstractsonline.com/pp8/#!/20272/session/330
MS.IM02.01. Understanding and Targeting Pathogenic Inflammation in Solid Tumors,350,Room 28 - Upper Level - Convention Center,Minisymposium,https://www.abstractsonline.com/pp8/#!/20272/session/350
MS.MCB03.01. Novel Mechanisms of Oncogenesis and New Therapeutic Targets,363,Room 33 - Upper Level - Convention Center,Minisymposium,https://www.abstractsonline.com/pp8/#!/20272/session/363
"MS.MCB08.01. Advances in Cancer Genomics: Carcinogenesis, Tumor Evolution, and Heterogeneity",380,Room 31 - Upper Level - Convention Center,Minisymposium,https://www.abstractsonline.com/pp8/#!/20272/session/380
MS.PS01.02. Cancer Disparities Research,412,Room 14 - Mezzanine Level - Convention Center,Minisymposium,https://www.abstractsonline.com/pp8/#!/20272/session/412
MS.TB06.01. Genetic Drivers and Therapeutic Achilles' Heels of Childhood Cancers,437,Room 15 - Mezzanine Level - Convention Center,Minisymposium,https://www.abstractsonline.com/pp8/#!/20272/session/437
MS.BCS02.01. Computational Approaches to Precision Medicine,200,Ballroom 20 AB - Upper Level - Convention Center,Minisymposium,https://www.abstractsonline.com/pp8/#!/20272/session/200
MS.CL01.01. Liquid Biopsy,212,Room 6 CF - Upper Level - Convention Center,Minisymposium,https://www.abstractsonline.com/pp8/#!/20272/session/212
MS.CL06.01. Immuno-oncology,237,Ballroom 20 CD - Upper Level - Convention Center,Minisymposium,https://www.abstractsonline.com/pp8/#!/20272/session/237
MS.CL08.01. Novel Approaches for Targeted Therapies,252,Ballroom 6 A - Upper Level - Convention Center,Minisymposium,https://www.abstractsonline.com/pp8/#!/20272/session/252
"MS.EN01.01. Molecular, Preclinical, and Clinical Endocrinology 3",268,Room 5 - Upper Level - Convention Center,Minisymposium,https://www.abstractsonline.com/pp8/#!/20272/session/268
MS.ET02.01. Drug Discovery 2: New Therapies,279,Room 30 - Upper Level - Convention Center,Minisymposium,https://www.abstractsonline.com/pp8/#!/20272/session/279
MS.ET09.02. Novel Antitumor Agents 5,313,Room 6 DE - Upper Level - Convention Center,Minisymposium,https://www.abstractsonline.com/pp8/#!/20272/session/313
MS.IM01.01. New Insights for Therapies Modulating Antitumor T-Cell Responses,329,Ballroom 6 B - Upper Level - Convention Center,Minisymposium,https://www.abstractsonline.com/pp8/#!/20272/session/329
MS.MCB07.01. Chromatin and Transcriptional Regulatory Mechanisms in Cancer,375,Room 31 - Upper Level - Convention Center,Minisymposium,https://www.abstractsonline.com/pp8/#!/20272/session/375
MS.MCB09.01. Metabolism and Cancer,387,Room 28 - Upper Level - Convention Center,Minisymposium,https://www.abstractsonline.com/pp8/#!/20272/session/387
MS.PS01.01. Molecular Epidemiology,408,Room 11 - Upper Level - Convention Center,Minisymposium,https://www.abstractsonline.com/pp8/#!/20272/session/408
MS.TB05.01. Nonclinical Models of Cancer,431,Room 33 - Upper Level - Convention Center,Minisymposium,https://www.abstractsonline.com/pp8/#!/20272/session/431
MS.TB11.02. The Microenvironment: Beyond Surrounding the Tumor,450,Room 14 - Mezzanine Level - Convention Center,Minisymposium,https://www.abstractsonline.com/pp8/#!/20272/session/450
NIH01. Year of Open Science: Impact of the Cancer Research Data Commons (CRDC),626,Room 2 - Upper Level - Convention Center,NCI-NIH-Sponsored Session,https://www.abstractsonline.com/pp8/#!/20272/session/626
"NIH02: . Early-Onset Cancers from Etiology to Survivorship: Funding Opportunities, Resources, and Future Research Needs",627,Room 2 - Upper Level - Convention Center,NCI-NIH-Sponsored Session,https://www.abstractsonline.com/pp8/#!/20272/session/627
NIH03. Cancer Health Disparities Research Collaborations Across CRCHD and DCB,628,Room 2 - Upper Level - Convention Center,NCI-NIH-Sponsored Session,https://www.abstractsonline.com/pp8/#!/20272/session/628
NIH04. NCI Funding Opportunities in Cancer Prevention and Interception,629,Room 2 - Upper Level - Convention Center,NCI-NIH-Sponsored Session,https://www.abstractsonline.com/pp8/#!/20272/session/629
NIH05. Review and Funding of Foundational Cancer Biology Research at NIH & NCI,630,Room 2 - Upper Level - Convention Center,NCI-NIH-Sponsored Session,https://www.abstractsonline.com/pp8/#!/20272/session/630
NIH06. NCI Funding Opportunities and Grant Writing Strategies for New and Early-Stage Investigators,631,Room 2 - Upper Level - Convention Center,NCI-NIH-Sponsored Session,https://www.abstractsonline.com/pp8/#!/20272/session/631
NIH07. From Lab to Market:  Funding and Transition Support for Early-Stage Oncology Startups from National Cancer Institute,632,Room 2 - Upper Level - Convention Center,NCI-NIH-Sponsored Session,https://www.abstractsonline.com/pp8/#!/20272/session/632
NIH08. NCI Network: Participant Engagement and Cancer Genome Sequencing (PE-CGS) Community Health Educator Supplement Program,633,Room 2 - Upper Level - Convention Center,NCI-NIH-Sponsored Session,https://www.abstractsonline.com/pp8/#!/20272/session/633
NIH09. Intramural and Extramural Training and Career Development Awards and Opportunities,634,Room 2 - Upper Level - Convention Center,NCI-NIH-Sponsored Session,https://www.abstractsonline.com/pp8/#!/20272/session/634
NIH10. Building on the Power of Data and Community,635,Room 2 - Upper Level - Convention Center,NCI-NIH-Sponsored Session,https://www.abstractsonline.com/pp8/#!/20272/session/635
"NIH11. NCI Division of Cancer Prevention Research Resources, Funding Opportunities, and Research Workforce Activities",636,Room 2 - Upper Level - Convention Center,NCI-NIH-Sponsored Session,https://www.abstractsonline.com/pp8/#!/20272/session/636
NIH12. NCI Artificial Intelligence (AI) Programs and Resources for Advancing Cancer Research,637,Room 2 - Upper Level - Convention Center,NCI-NIH-Sponsored Session,https://www.abstractsonline.com/pp8/#!/20272/session/637
PL01. Discovery Science in Early Cancer Biology and Interception,6,Hall GH - Ground Level - Convention Center,Plenary Session,https://www.abstractsonline.com/pp8/#!/20272/session/6
"PL02. Opening Plenary Session: Inspiring Science, Fueling Progress, Revolutionizing Care",7,Hall GH - Ground Level - Convention Center,Plenary Session,https://www.abstractsonline.com/pp8/#!/20272/session/7
PL03. Profiling Tumor Ecosystems in Native Tissue Context,8,Hall GH - Ground Level - Convention Center,Plenary Session,https://www.abstractsonline.com/pp8/#!/20272/session/8
"PL04. Evolution of the Genome, Microenvironment, and Host through Metastasis",9,Hall GH - Ground Level - Convention Center,Plenary Session,https://www.abstractsonline.com/pp8/#!/20272/session/9
"PL05. AI at the Interface: Accelerating Evidence Generation, Advancing Disparities Research, and Improving Trial Design",10,Ballroom 20 - Upper Level - Convention Center,Plenary Session,https://www.abstractsonline.com/pp8/#!/20272/session/10
PL06. AACR Annual Meeting 2024 Highlights: Vision for the Future,11,Ballroom 20 - Upper Level - Convention Center,Plenary Session,https://www.abstractsonline.com/pp8/#!/20272/session/11
PAS01. Grant Writing Workshop: Tips for Success from Experienced Scientist,162,Location to be announced,Professional Advancement Session,https://www.abstractsonline.com/pp8/#!/20272/session/162
PAS02. How To Design a Successful Career Path In Cancer Research: The Do&rsquo;s And Don&rsquo;ts For Early-Stage Investigators,163,Location to be announced,Professional Advancement Session,https://www.abstractsonline.com/pp8/#!/20272/session/163
PAS03. Personalized Career Conversations,164,Location to be announced,Professional Advancement Session,https://www.abstractsonline.com/pp8/#!/20272/session/164
PAS06. Productive Peer Review: Improving Science While Avoiding Common Pitfalls,559,Grand Ballroom C - Omni San Diego Hotel,Professional Advancement Session,https://www.abstractsonline.com/pp8/#!/20272/session/559
PAS04. Navigating The Path to a Successful Career in Cancer Research,165,Location to be announced,Professional Advancement Session,https://www.abstractsonline.com/pp8/#!/20272/session/165
PAS05. Building an Effective Mentorship Team: Essential Strategies at Every Stage in Your Career,166,Location to be announced,Professional Advancement Session,https://www.abstractsonline.com/pp8/#!/20272/session/166
SS05. Strategies to Effectively Communicate Science to the Public,557,Ballroom 6 A - Upper Level - Convention Center,Special Session,https://www.abstractsonline.com/pp8/#!/20272/session/557
DDT01. New Drugs on the Horizon: Part 1,552,Ballroom 20 CD - Upper Level - Convention Center,Special Session,https://www.abstractsonline.com/pp8/#!/20272/session/552
DDT02. New Drugs on the Horizon: Part 2,553,Ballroom 20 CD - Upper Level - Convention Center,Special Session,https://www.abstractsonline.com/pp8/#!/20272/session/553
DDT03. New Drugs on the Horizon: Part 3,554,Ballroom 20 CD - Upper Level - Convention Center,Special Session,https://www.abstractsonline.com/pp8/#!/20272/session/554
SS06. AACR Annual Business Meeting of Members,667,Room 5 - Upper Level - Convention Center,Special Session,https://www.abstractsonline.com/pp8/#!/20272/session/667
SS07. Convergence Research: Deciphering Tumor Microenvironment Interactions and Therapeutic Responses with Cutting-Edge Multi-Organ Organoids and Multi-Omics: A SU2C Session,669,Room 30 - Upper Level - Convention Center,Special Session,https://www.abstractsonline.com/pp8/#!/20272/session/669
SS03. AACR-JCA Joint Session: Novel Molecular Drivers of Gastroesophageal Cancers and Evolving Biomarker Driven Therapies,24,Room 29 - Upper Level - Convention Center,Special Session,https://www.abstractsonline.com/pp8/#!/20272/session/24
SS02. AACR-ASCO Joint Session: Strategies for Detecting Minimal Residual Disease (MRD) and How to Apply It in the Clinic,23,Room 6 DE - Upper Level - Convention Center,Special Session,https://www.abstractsonline.com/pp8/#!/20272/session/23
SS04. The Nature of Cancer: Lessons Learned from Tumors with Simple Genomes &nbsp; &nbsp; &nbsp;,161,Ballroom 20 CD - Upper Level - Convention Center,Special Session,https://www.abstractsonline.com/pp8/#!/20272/session/161
TM02. Crosstalk of Immune Cells and Metabolic Pathways in the Tumor-Immune Microenvironment: A Cancer Immunology Working Group Town Hall,15,Sapphire Ballroom - Hilton Bayfront Hotel,Town Meeting,https://www.abstractsonline.com/pp8/#!/20272/session/15
TM05. Then and Now: Updates in Pediatric Cancer Predisposition&mdash; A Pediatric Cancer Working Group Town Hall Meeting,18,Sapphire Ballroom - Hilton Bayfront Hotel,Town Meeting,https://www.abstractsonline.com/pp8/#!/20272/session/18
TM06. Artificial Intelligence for Research Enhancement in Population Sciences: A Population Sciences Working Group Town Hall Meeting,19,Sapphire Ballroom - Hilton Bayfront Hotel,Town Meeting,https://www.abstractsonline.com/pp8/#!/20272/session/19
TM03. Perspectives in Cancer Prevention: Global and Early Detection Approaches: A Cancer Prevention Working Group Town Hall - Dedicated to the Memory of David S. Alberts,16,Sapphire Ballroom - Hilton Bayfront Hotel,Town Meeting,https://www.abstractsonline.com/pp8/#!/20272/session/16
TM04. Losing our inhibitions &ndash; is (protein) degradation preferred?: A Chemistry in Cancer Research Working Group Town Hall Meeting,17,Sapphire Ballroom - Hilton Bayfront Hotel,Town Meeting,https://www.abstractsonline.com/pp8/#!/20272/session/17
TM01. Is Cancer Evolution Key to Understanding and Strategically Applying the Multiple Cancer Early Detection (MECED) Assays?: A Cancer Evolution Working Group Town Hall Meeting,14,Sapphire Ballroom - Hilton Bayfront Hotel,Town Meeting,https://www.abstractsonline.com/pp8/#!/20272/session/14
"TM07. Language Models, Processing, and Deep Learning in Radiation Oncology, the New Frontier: A Radiation Science and Medicine Working Group Town Hall Meeting",20,Sapphire Ballroom - Hilton Bayfront Hotel,Town Meeting,https://www.abstractsonline.com/pp8/#!/20272/session/20
TM08. Targeting the Tumor Microenvironment for the Benefit of Cancer Patients: A Tumor Microenvironment Working Group Town Hall,21,Sapphire Ballroom - Hilton Bayfront Hotel,Town Meeting,https://www.abstractsonline.com/pp8/#!/20272/session/21
